fact_nav_key,fund_key,date_key,nav,previous_nav,nav_change,nav_return_pct,source_file
43,4,20130301,13.8247,13.7174,0.1073000000000004,0.782218204616038,nav_118632_20260625.csv
44,4,20130304,13.7577,13.8247,-0.06700000000000017,-0.4846398113521463,nav_118632_20260625.csv
45,4,20130305,13.9807,13.7577,0.22300000000000075,1.6209104719538932,nav_118632_20260625.csv
46,4,20130306,14.0779,13.9807,0.09719999999999906,0.6952441580178321,nav_118632_20260625.csv
47,4,20130307,14.1368,14.0779,0.05889999999999951,0.41838626499690657,nav_118632_20260625.csv
48,4,20130308,14.2733,14.1368,0.13650000000000162,0.9655650500820668,nav_118632_20260625.csv
49,4,20130311,14.2265,14.2733,-0.04680000000000106,-0.32788493200592056,nav_118632_20260625.csv
50,4,20130312,14.1646,14.2265,-0.06189999999999962,-0.4351035040241776,nav_118632_20260625.csv
51,4,20130313,13.9586,14.1646,-0.20599999999999952,-1.4543298081131801,nav_118632_20260625.csv
52,4,20130314,14.1321,13.9586,0.17349999999999888,1.2429613284999848,nav_118632_20260625.csv
53,4,20130315,14.0574,14.1321,-0.07469999999999999,-0.528583862271,nav_118632_20260625.csv
54,4,20130318,13.9688,14.0574,-0.08859999999999957,-0.6302730234609499,nav_118632_20260625.csv
55,4,20130319,13.7101,13.9688,-0.25869999999999926,-1.8519844224271182,nav_118632_20260625.csv
56,4,20130320,13.4866,13.7101,-0.22350000000000136,-1.6301850460609433,nav_118632_20260625.csv
57,4,20130321,13.4908,13.4866,0.00420000000000087,0.031142022451921682,nav_118632_20260625.csv
58,4,20130322,13.4563,13.4908,-0.03449999999999953,-0.2557298306994361,nav_118632_20260625.csv
59,4,20130325,13.4002,13.4563,-0.056100000000000705,-0.4169050927818249,nav_118632_20260625.csv
60,4,20130326,13.4772,13.4002,0.07699999999999996,0.5746182892792642,nav_118632_20260625.csv
61,4,20130328,13.578,13.4772,0.10079999999999956,0.7479298370581393,nav_118632_20260625.csv
62,4,20130401,13.6324,13.578,0.054400000000001114,0.40064810723229577,nav_118632_20260625.csv
63,4,20130402,13.8124,13.6324,0.17999999999999972,1.32038379155541,nav_118632_20260625.csv
64,4,20130403,13.6549,13.8124,-0.15750000000000064,-1.140279748631669,nav_118632_20260625.csv
65,4,20130404,13.4167,13.6549,-0.23819999999999908,-1.7444287398662686,nav_118632_20260625.csv
66,4,20130405,13.4782,13.4167,0.06149999999999878,0.45838395432557016,nav_118632_20260625.csv
67,4,20130408,13.4526,13.4782,-0.025599999999998957,-0.1899363416479868,nav_118632_20260625.csv
68,4,20130409,13.3266,13.4526,-0.12600000000000122,-0.9366219169528657,nav_118632_20260625.csv
69,4,20130410,13.4579,13.3266,0.1313000000000013,0.9852475500127663,nav_118632_20260625.csv
70,4,20130411,13.5316,13.4579,0.07369999999999877,0.5476337318600879,nav_118632_20260625.csv
71,4,20130412,13.3635,13.5316,-0.16809999999999903,-1.2422773360134725,nav_118632_20260625.csv
72,4,20130415,13.4536,13.3635,0.09009999999999962,0.6742245669173467,nav_118632_20260625.csv
73,4,20130416,13.7055,13.4536,0.2519000000000009,1.8723613010644058,nav_118632_20260625.csv
74,4,20130417,13.7107,13.7055,0.005199999999998539,0.03794097260222932,nav_118632_20260625.csv
75,4,20130418,13.9167,13.7107,0.2060000000000013,1.502476168248166,nav_118632_20260625.csv
76,4,20130422,14.0431,13.9167,0.1264000000000003,0.9082612975777324,nav_118632_20260625.csv
77,4,20130423,13.9829,14.0431,-0.06020000000000003,-0.42868027714678403,nav_118632_20260625.csv
78,4,20130425,14.0593,13.9829,0.07639999999999958,0.5463816518747869,nav_118632_20260625.csv
79,4,20130426,14.0531,14.0593,-0.006199999999999761,-0.04409892384400191,nav_118632_20260625.csv
80,4,20130429,14.1084,14.0531,0.05529999999999902,0.39350748233485144,nav_118632_20260625.csv
81,4,20130430,14.1086,14.1084,0.00019999999999953388,0.0014175951915138066,nav_118632_20260625.csv
82,4,20130502,14.229,14.1086,0.12040000000000006,0.8533802078165096,nav_118632_20260625.csv
83,4,20130503,14.1115,14.229,-0.11749999999999972,-0.8257783400098371,nav_118632_20260625.csv
84,4,20130506,14.2356,14.1115,0.12410000000000032,0.8794245827870908,nav_118632_20260625.csv
85,4,20130507,14.3852,14.2356,0.1495999999999995,1.0508865098766438,nav_118632_20260625.csv
86,4,20130508,14.3518,14.3852,-0.03339999999999854,-0.23218307705140384,nav_118632_20260625.csv
87,4,20130509,14.2864,14.3518,-0.06540000000000035,-0.4556919689516321,nav_118632_20260625.csv
88,4,20130510,14.3731,14.2864,0.08670000000000044,0.6068708701982336,nav_118632_20260625.csv
89,4,20130513,14.1432,14.3731,-0.22990000000000066,-1.599515762083341,nav_118632_20260625.csv
90,4,20130514,14.2231,14.1432,0.0799000000000003,0.564935799536175,nav_118632_20260625.csv
91,4,20130515,14.5276,14.2231,0.3044999999999991,2.1408834923469504,nav_118632_20260625.csv
92,4,20130516,14.5877,14.5276,0.060100000000000264,0.4136953109942472,nav_118632_20260625.csv
93,4,20130517,14.6518,14.5877,0.06409999999999982,0.4394112848495639,nav_118632_20260625.csv
94,4,20130520,14.5075,14.6518,-0.14429999999999943,-0.9848619282272446,nav_118632_20260625.csv
95,4,20130521,14.395,14.5075,-0.11250000000000071,-0.7754609684645921,nav_118632_20260625.csv
96,4,20130522,14.2804,14.395,-0.11459999999999937,-0.7961097603334447,nav_118632_20260625.csv
97,4,20130523,13.9275,14.2804,-0.3529,-2.4712192935772106,nav_118632_20260625.csv
98,4,20130524,13.9741,13.9275,0.04659999999999975,0.3345898402441196,nav_118632_20260625.csv
99,4,20130527,14.1468,13.9741,0.17270000000000074,1.2358577654374931,nav_118632_20260625.csv
100,4,20130528,14.2241,14.1468,0.07729999999999926,0.5464133231543477,nav_118632_20260625.csv
101,4,20130529,14.1521,14.2241,-0.07199999999999918,-0.5061831680035938,nav_118632_20260625.csv
102,4,20130530,14.1108,14.1521,-0.04130000000000145,-0.29182948113708523,nav_118632_20260625.csv
103,4,20130531,13.9164,14.1108,-0.1943999999999999,-1.3776681690619943,nav_118632_20260625.csv
104,4,20130603,13.8393,13.9164,-0.07709999999999972,-0.5540225920496661,nav_118632_20260625.csv
105,4,20130604,13.8528,13.8393,0.013500000000000512,0.09754828640177257,nav_118632_20260625.csv
106,4,20130605,13.8796,13.8528,0.026799999999999713,0.19346269346269138,nav_118632_20260625.csv
107,4,20130606,13.8693,13.8796,-0.010299999999999088,-0.07420963140147474,nav_118632_20260625.csv
108,4,20130607,13.7436,13.8693,-0.12570000000000014,-0.9063182712898281,nav_118632_20260625.csv
109,4,20130610,13.6318,13.7436,-0.11180000000000057,-0.8134695421869129,nav_118632_20260625.csv
110,4,20130611,13.3795,13.6318,-0.25229999999999997,-1.8508194075617304,nav_118632_20260625.csv
111,4,20130612,13.3408,13.3795,-0.0387000000000004,-0.2892484771478785,nav_118632_20260625.csv
112,4,20130613,13.199,13.3408,-0.14179999999999993,-1.0629047733269363,nav_118632_20260625.csv
113,4,20130614,13.4526,13.199,0.2536000000000005,1.92135767861202,nav_118632_20260625.csv
114,4,20130617,13.5024,13.4526,0.0497999999999994,0.37018866241469606,nav_118632_20260625.csv
115,4,20130618,13.4342,13.5024,-0.06819999999999915,-0.505095390449099,nav_118632_20260625.csv
116,4,20130619,13.4689,13.4342,0.034699999999999065,0.2582959908293688,nav_118632_20260625.csv
117,4,20130620,13.142,13.4689,-0.3269000000000002,-2.4270727379370265,nav_118632_20260625.csv
118,4,20130621,13.1933,13.142,0.051300000000001234,0.3903515446659659,nav_118632_20260625.csv
119,4,20130624,12.9791,13.1933,-0.21419999999999995,-1.6235513480327133,nav_118632_20260625.csv
120,4,20130625,12.9839,12.9791,0.004799999999999471,0.03698253345763167,nav_118632_20260625.csv
121,4,20130626,12.9478,12.9839,-0.036099999999999355,-0.27803664538389355,nav_118632_20260625.csv
122,4,20130627,13.1137,12.9478,0.16589999999999883,1.2812987534561764,nav_118632_20260625.csv
123,4,20130628,13.445,13.1137,0.3313000000000006,2.5263655566316188,nav_118632_20260625.csv
124,4,20130701,13.6086,13.445,0.16359999999999886,1.2168092227593816,nav_118632_20260625.csv
125,4,20130702,13.5237,13.6086,-0.08489999999999931,-0.6238701997266384,nav_118632_20260625.csv
126,4,20130703,13.2808,13.5237,-0.24290000000000056,-1.796106095225423,nav_118632_20260625.csv
127,4,20130704,13.3744,13.2808,0.09360000000000035,0.7047768206734562,nav_118632_20260625.csv
128,4,20130705,13.4009,13.3744,0.026500000000000412,0.19813972963273427,nav_118632_20260625.csv
129,4,20130708,13.2314,13.4009,-0.16949999999999932,-1.2648404211657376,nav_118632_20260625.csv
130,4,20130709,13.3168,13.2314,0.08539999999999992,0.6454343455718966,nav_118632_20260625.csv
131,4,20130710,13.259,13.3168,-0.057800000000000296,-0.4340382073771499,nav_118632_20260625.csv
132,4,20130711,13.4425,13.259,0.18350000000000044,1.3839656082660867,nav_118632_20260625.csv
133,4,20130712,13.6028,13.4425,0.16029999999999944,1.192486516644965,nav_118632_20260625.csv
134,4,20130715,13.6813,13.6028,0.07850000000000001,0.5770870703090542,nav_118632_20260625.csv
135,4,20130716,13.4826,13.6813,-0.19870000000000054,-1.4523473646510239,nav_118632_20260625.csv
136,4,20130717,13.4057,13.4826,-0.07690000000000019,-0.5703647664397089,nav_118632_20260625.csv
137,4,20130718,13.5266,13.4057,0.12090000000000067,0.9018551810051,nav_118632_20260625.csv
138,4,20130719,13.491,13.5266,-0.03560000000000052,-0.2631851315186412,nav_118632_20260625.csv
139,4,20130722,13.4323,13.491,-0.058699999999999974,-0.4351048847379733,nav_118632_20260625.csv
140,4,20130723,13.5137,13.4323,0.08140000000000036,0.6060019505222513,nav_118632_20260625.csv
141,4,20130724,13.2616,13.5137,-0.25210000000000043,-1.8655142559032718,nav_118632_20260625.csv
142,4,20130725,13.1914,13.2616,-0.07019999999999982,-0.5293478916571139,nav_118632_20260625.csv
143,4,20130726,13.0735,13.1914,-0.11790000000000056,-0.8937641190472624,nav_118632_20260625.csv
144,4,20130729,13.0033,13.0735,-0.07019999999999982,-0.5369640876582386,nav_118632_20260625.csv
145,4,20130730,12.7471,13.0033,-0.25619999999999976,-1.9702690855398226,nav_118632_20260625.csv
146,4,20130731,12.9014,12.7471,0.154300000000001,1.2104714013383513,nav_118632_20260625.csv
147,4,20130801,12.766,12.9014,-0.13540000000000063,-1.0494985040383262,nav_118632_20260625.csv
148,4,20130802,12.6617,12.766,-0.10430000000000028,-0.817013943286858,nav_118632_20260625.csv
149,4,20130805,12.7128,12.6617,0.05109999999999992,0.4035792981985036,nav_118632_20260625.csv
150,4,20130806,12.3588,12.7128,-0.3539999999999992,-2.784595053804034,nav_118632_20260625.csv
151,4,20130807,12.4816,12.3588,0.1227999999999998,0.9936239764378402,nav_118632_20260625.csv
152,4,20130808,12.7214,12.4816,0.2397999999999989,1.9212280476861854,nav_118632_20260625.csv
153,4,20130812,12.8515,12.7214,0.13010000000000055,1.0226861823384261,nav_118632_20260625.csv
154,4,20130813,13.0239,12.8515,0.17239999999999966,1.341477648523516,nav_118632_20260625.csv
155,4,20130814,13.0848,13.0239,0.060900000000000176,0.467601870407483,nav_118632_20260625.csv
156,4,20130816,12.6349,13.0848,-0.4498999999999995,-3.4383406700904833,nav_118632_20260625.csv
157,4,20130819,12.4366,12.6349,-0.1982999999999997,-1.5694623621872725,nav_118632_20260625.csv
158,4,20130820,12.4137,12.4366,-0.02289999999999992,-0.18413392727915925,nav_118632_20260625.csv
159,4,20130821,12.2191,12.4137,-0.19460000000000122,-1.567622868282633,nav_118632_20260625.csv
160,4,20130822,12.424,12.2191,0.2049000000000003,1.6768829128168221,nav_118632_20260625.csv
161,4,20130823,12.5759,12.424,0.15190000000000126,1.2226336123631782,nav_118632_20260625.csv
162,4,20130826,12.6806,12.5759,0.10469999999999935,0.8325447880469735,nav_118632_20260625.csv
163,4,20130827,12.2979,12.6806,-0.3826999999999998,-3.017995993880414,nav_118632_20260625.csv
164,4,20130828,12.2443,12.2979,-0.053599999999999426,-0.43584677058684346,nav_118632_20260625.csv
165,4,20130829,12.4848,12.2443,0.24049999999999905,1.9641792507534037,nav_118632_20260625.csv
166,4,20130830,12.6214,12.4848,0.1365999999999996,1.0941304626425703,nav_118632_20260625.csv
167,4,20130902,12.794,12.6214,0.17260000000000097,1.3675186587858794,nav_118632_20260625.csv
168,4,20130903,12.3669,12.794,-0.42710000000000115,-3.338283570423645,nav_118632_20260625.csv
169,4,20130904,12.564,12.3669,0.19710000000000072,1.5937704679426592,nav_118632_20260625.csv
170,4,20130905,12.8133,12.564,0.24929999999999986,1.9842406876790821,nav_118632_20260625.csv
171,4,20130906,12.9802,12.8133,0.16690000000000005,1.3025528162144024,nav_118632_20260625.csv
172,4,20130910,13.3471,12.9802,0.36689999999999934,2.826612841096434,nav_118632_20260625.csv
173,4,20130911,13.4542,13.3471,0.10710000000000086,0.8024214998014615,nav_118632_20260625.csv
174,4,20130912,13.3458,13.4542,-0.10839999999999961,-0.8056963624741688,nav_118632_20260625.csv
175,4,20130913,13.3653,13.3458,0.019499999999998963,0.14611338398596532,nav_118632_20260625.csv
176,4,20130916,13.2876,13.3653,-0.0777000000000001,-0.5813561985140633,nav_118632_20260625.csv
177,4,20130917,13.3498,13.2876,0.0622000000000007,0.4681056022156048,nav_118632_20260625.csv
178,4,20130918,13.4428,13.3498,0.09299999999999997,0.6966396500322101,nav_118632_20260625.csv
179,4,20130919,13.819,13.4428,0.37620000000000076,2.79852411699944,nav_118632_20260625.csv
180,4,20130920,13.6366,13.819,-0.18240000000000123,-1.319921846732768,nav_118632_20260625.csv
181,4,20130923,13.408,13.6366,-0.22860000000000014,-1.6763709429036575,nav_118632_20260625.csv
182,4,20130924,13.3638,13.408,-0.04420000000000002,-0.32965393794749415,nav_118632_20260625.csv
183,4,20130925,13.355,13.3638,-0.00879999999999903,-0.06584953381522494,nav_118632_20260625.csv
184,4,20130926,13.3434,13.355,-0.01159999999999961,-0.08685885436165938,nav_118632_20260625.csv
185,4,20130927,13.2945,13.3434,-0.0489000000000015,-0.36647331264896127,nav_118632_20260625.csv
186,4,20130930,13.1286,13.2945,-0.16589999999999883,-1.2478844634999349,nav_118632_20260625.csv
187,4,20131001,13.2715,13.1286,0.14289999999999914,1.0884633548131495,nav_118632_20260625.csv
188,4,20131003,13.5608,13.2715,0.2893000000000008,2.179859096560304,nav_118632_20260625.csv
189,4,20131004,13.5546,13.5608,-0.006199999999999761,-0.04572001651819775,nav_118632_20260625.csv
190,4,20131007,13.6097,13.5546,0.05509999999999948,0.40650406504064657,nav_118632_20260625.csv
191,4,20131008,13.6174,13.6097,0.007699999999999818,0.05657729413579886,nav_118632_20260625.csv
192,4,20131009,13.7175,13.6174,0.10009999999999941,0.7350889303391206,nav_118632_20260625.csv
193,4,20131010,13.7388,13.7175,0.021300000000000097,0.15527610716238452,nav_118632_20260625.csv
194,4,20131011,13.9215,13.7388,0.18270000000000053,1.3298104637959687,nav_118632_20260625.csv
195,4,20131014,13.9362,13.9215,0.014699999999999491,0.10559206982005884,nav_118632_20260625.csv
196,4,20131015,13.8854,13.9362,-0.050799999999998846,-0.36451830484636305,nav_118632_20260625.csv
197,4,20131017,13.7852,13.8854,-0.10020000000000095,-0.7216212712633482,nav_118632_20260625.csv
198,4,20131018,14.0524,13.7852,0.26720000000000077,1.9383106520036035,nav_118632_20260625.csv
199,4,20131021,14.1188,14.0524,0.06639999999999979,0.47251715009535594,nav_118632_20260625.csv
200,4,20131022,14.115,14.1188,-0.0038000000000000256,-0.026914468651726954,nav_118632_20260625.csv
201,4,20131023,14.0597,14.115,-0.05530000000000079,-0.3917817924194176,nav_118632_20260625.csv
202,4,20131024,14.0033,14.0597,-0.056400000000000006,-0.40114653939984496,nav_118632_20260625.csv
203,4,20131025,13.95,14.0033,-0.053300000000000125,-0.3806245670663353,nav_118632_20260625.csv
204,4,20131028,13.8624,13.95,-0.08760000000000012,-0.6279569892473127,nav_118632_20260625.csv
205,4,20131029,14.119,13.8624,0.2566000000000006,1.8510503231763664,nav_118632_20260625.csv
206,4,20131030,14.2056,14.119,0.08660000000000068,0.6133578865358784,nav_118632_20260625.csv
207,4,20131031,14.3413,14.2056,0.13569999999999993,0.955257081714253,nav_118632_20260625.csv
208,4,20131101,14.4273,14.3413,0.0860000000000003,0.5996666968824325,nav_118632_20260625.csv
209,4,20131105,14.4377,14.4273,0.010399999999998855,0.07208556001468643,nav_118632_20260625.csv
210,4,20131106,14.4002,14.4377,-0.037499999999999645,-0.2597366616566326,nav_118632_20260625.csv
211,4,20131107,14.28,14.4002,-0.12020000000000053,-0.8347106290190451,nav_118632_20260625.csv
212,4,20131108,14.182,14.28,-0.09799999999999898,-0.6862745098039145,nav_118632_20260625.csv
213,4,20131111,14.0904,14.182,-0.09159999999999968,-0.6458891552672379,nav_118632_20260625.csv
214,4,20131112,14.0191,14.0904,-0.07130000000000081,-0.5060182819508375,nav_118632_20260625.csv
215,4,20131113,13.9225,14.0191,-0.09660000000000046,-0.6890599253875104,nav_118632_20260625.csv
216,4,20131114,14.1196,13.9225,0.19710000000000072,1.4156940204704667,nav_118632_20260625.csv
217,4,20131118,14.3228,14.1196,0.2032000000000007,1.4391342530949935,nav_118632_20260625.csv
218,4,20131119,14.3778,14.3228,0.054999999999999716,0.38400312788002144,nav_118632_20260625.csv
219,4,20131120,14.1819,14.3778,-0.19589999999999996,-1.3625172140383086,nav_118632_20260625.csv
220,4,20131121,13.9415,14.1819,-0.24040000000000106,-1.6951184255988339,nav_118632_20260625.csv
221,4,20131122,13.9552,13.9415,0.013700000000000045,0.09826776171861024,nav_118632_20260625.csv
222,4,20131125,14.1929,13.9552,0.23770000000000024,1.703307727585418,nav_118632_20260625.csv
223,4,20131126,14.0636,14.1929,-0.12930000000000064,-0.911018889726558,nav_118632_20260625.csv
224,4,20131127,14.0241,14.0636,-0.039499999999998536,-0.280866918854337,nav_118632_20260625.csv
225,4,20131128,14.1461,14.0241,0.12199999999999989,0.8699310472686297,nav_118632_20260625.csv
226,4,20131129,14.3277,14.1461,0.18159999999999954,1.283746050148094,nav_118632_20260625.csv
227,4,20131202,14.4415,14.3277,0.11379999999999946,0.7942656532451088,nav_118632_20260625.csv
228,4,20131203,14.469,14.4415,0.027499999999999858,0.19042343246892537,nav_118632_20260625.csv
229,4,20131204,14.408,14.469,-0.06099999999999994,-0.42159098762872305,nav_118632_20260625.csv
230,4,20131205,14.5651,14.408,0.1570999999999998,1.0903664630760674,nav_118632_20260625.csv
231,4,20131206,14.6049,14.5651,0.03980000000000139,0.27325593370454987,nav_118632_20260625.csv
232,4,20131209,14.8292,14.6049,0.2242999999999995,1.5357859348574758,nav_118632_20260625.csv
233,4,20131210,14.7766,14.8292,-0.05259999999999998,-0.3547055808809645,nav_118632_20260625.csv
234,4,20131211,14.72,14.7766,-0.05659999999999954,-0.38303804664130814,nav_118632_20260625.csv
235,4,20131212,14.6114,14.72,-0.10860000000000092,-0.7377717391304409,nav_118632_20260625.csv
236,4,20131213,14.4293,14.6114,-0.18210000000000015,-1.246287145653395,nav_118632_20260625.csv
237,4,20131216,14.5314,14.4293,0.10210000000000008,0.7075880326834988,nav_118632_20260625.csv
238,4,20131217,14.5878,14.5314,0.056400000000000006,0.3881250258061853,nav_118632_20260625.csv
239,4,20131218,14.7942,14.5878,0.20640000000000036,1.4148809278986576,nav_118632_20260625.csv
240,4,20131219,14.7525,14.7942,-0.041700000000000514,-0.2818672182341763,nav_118632_20260625.csv
241,4,20131220,14.9808,14.7525,0.22830000000000084,1.5475343162175959,nav_118632_20260625.csv
242,4,20131223,15.0236,14.9808,0.04279999999999973,0.28569902808928577,nav_118632_20260625.csv
243,4,20131224,15.0519,15.0236,0.02829999999999977,0.18837029739875777,nav_118632_20260625.csv
244,4,20131226,15.0569,15.0519,0.005000000000000782,0.03321839767737483,nav_118632_20260625.csv
245,4,20131227,15.1338,15.0569,0.07690000000000019,0.5107293001879549,nav_118632_20260625.csv
246,4,20131230,15.058,15.1338,-0.07580000000000098,-0.5008656120736429,nav_118632_20260625.csv
247,4,20131231,15.1634,15.058,0.1053999999999995,0.6999601540709224,nav_118632_20260625.csv
248,4,20140101,15.1641,15.1634,0.000700000000000145,0.004616378912382085,nav_118632_20260625.csv
249,4,20140102,14.9258,15.1641,-0.23829999999999885,-1.5714747330866907,nav_118632_20260625.csv
250,4,20140103,14.9541,14.9258,0.02829999999999977,0.18960457730908742,nav_118632_20260625.csv
251,4,20140106,14.9235,14.9541,-0.03059999999999974,-0.2046261560374729,nav_118632_20260625.csv
252,4,20140107,14.856,14.9235,-0.06750000000000078,-0.4523067644989498,nav_118632_20260625.csv
253,4,20140108,14.8357,14.856,-0.02030000000000065,-0.13664512654820038,nav_118632_20260625.csv
254,4,20140109,14.7928,14.8357,-0.042899999999999494,-0.28916734633350294,nav_118632_20260625.csv
255,4,20140110,14.7676,14.7928,-0.02519999999999989,-0.17035314477313213,nav_118632_20260625.csv
256,4,20140113,14.9695,14.7676,0.2019000000000002,1.3671822097023227,nav_118632_20260625.csv
257,4,20140114,14.8923,14.9695,-0.07719999999999949,-0.5157152877517586,nav_118632_20260625.csv
258,4,20140115,15.0219,14.8923,0.12959999999999994,0.8702483833927596,nav_118632_20260625.csv
259,4,20140116,15.0355,15.0219,0.013600000000000279,0.0905344863166462,nav_118632_20260625.csv
260,4,20140117,14.8613,15.0355,-0.1742000000000008,-1.158591333843243,nav_118632_20260625.csv
261,4,20140120,15.0026,14.8613,0.14129999999999932,0.9507916534892593,nav_118632_20260625.csv
262,4,20140121,15.0291,15.0026,0.026500000000000412,0.1766360497513792,nav_118632_20260625.csv
263,4,20140122,15.111,15.0291,0.08190000000000097,0.5449428109467698,nav_118632_20260625.csv
264,4,20140123,15.0994,15.111,-0.011600000000001387,-0.07676527033287928,nav_118632_20260625.csv
265,4,20140124,14.9307,15.0994,-0.1686999999999994,-1.1172629376001657,nav_118632_20260625.csv
266,4,20140127,14.6153,14.9307,-0.31540000000000035,-2.112426075133787,nav_118632_20260625.csv
267,4,20140128,14.531,14.6153,-0.08429999999999893,-0.5767928130110154,nav_118632_20260625.csv
268,4,20140129,14.5958,14.531,0.06479999999999997,0.445943156011286,nav_118632_20260625.csv
269,4,20140130,14.4573,14.5958,-0.1385000000000005,-0.948903109113584,nav_118632_20260625.csv
270,4,20140131,14.6318,14.4573,0.1745000000000001,1.2070026906822164,nav_118632_20260625.csv
271,4,20140203,14.4507,14.6318,-0.1811000000000007,-1.2377151136565612,nav_118632_20260625.csv
272,4,20140204,14.465,14.4507,0.014300000000000423,0.09895714394458693,nav_118632_20260625.csv
273,4,20140205,14.4861,14.465,0.021100000000000563,0.1458693397856935,nav_118632_20260625.csv
274,4,20140206,14.4906,14.4861,0.0045000000000001705,0.031064261602502887,nav_118632_20260625.csv
275,4,20140207,14.5266,14.4906,0.03599999999999959,0.24843691772597123,nav_118632_20260625.csv
276,4,20140210,14.4875,14.5266,-0.03909999999999947,-0.2691614004653496,nav_118632_20260625.csv
277,4,20140211,14.5698,14.4875,0.08230000000000004,0.5680759275237276,nav_118632_20260625.csv
278,4,20140212,14.6409,14.5698,0.0710999999999995,0.48799571716838597,nav_118632_20260625.csv
279,4,20140213,14.4582,14.6409,-0.18270000000000053,-1.2478741061000385,nav_118632_20260625.csv
280,4,20140214,14.5321,14.4582,0.07390000000000008,0.5111286328865287,nav_118632_20260625.csv
